comp_code,comp_name,employee_id,employee_name,date,func_code,func,salary
1,The Parkview at Golden Gate,27137,Jonah Warren,1/4/2022 0:00,6,Concrete Mixer Operator,1212
1,The Parkview at Golden Gate,30435,Edwin Fox,1/4/2022 0:00,2,Bricklayer,1859
1,The Parkview at Golden Gate,29862,Andre Rice,1/4/2022 0:00,233,Bricklayer A,1212
1,The Parkview at Golden Gate,28445,Emmanuel Rose,1/4/2022 0:00,233,Bricklayer A,1212
1,The Parkview at Golden Gate,30063,Cory Elliott,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,29249,Phillip Moreno,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,27118,Landon Patel,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28361,Griffin Hudson,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,30374,Chance Payne,1/4/2022 0:00,231,Bricklayer B,"1559,16"
1,The Parkview at Golden Gate,28586,Frank Weaver,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23180,Pedro Stephens,1/4/2022 0:00,231,Bricklayer B,"1139,39"
1,The Parkview at Golden Gate,23890,Donovan Ryan,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23239,Trent Carroll,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28965,Gerardo Gardner,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28954,Marcos Ray,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,24145,Abraham Kelley,1/4/2022 0:00,231,Bricklayer B,1212
1,The Parkview at Golden Gate,28968,Ruben Fernandez,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,25918,Colby Duncan,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28413,Rafael Bradley,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,21241,Braden Herrera,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,30058,Marc Cunningham,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23254,Brayden Schmidt,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,26443,Chad Berry,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23891,Damian Medina,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,30326,Johnny Armstrong,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,22997,Derrick Spencer,1/4/2022 0:00,231,Bricklayer B,1212
1,The Parkview at Golden Gate,28969,Trey Pierce,1/4/2022 0:00,231,Bricklayer B,1212
1,The Parkview at Golden Gate,28601,Giovanni Ferguson,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23215,Jaylen Castro,1/4/2022 0:00,231,Bricklayer B,1212
1,The Parkview at Golden Gate,25404,Armando Andrews,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,25887,Kobe Johnston,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28534,Kenny Gross,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,29144,Caden Lane,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28971,Cade Arnold,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,28883,Abel Frazier,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,29714,Jonathon Hart,1/4/2022 0:00,231,Bricklayer B,1859
1,The Parkview at Golden Gate,23735,Cooper Riley,1/4/2022 0:00,4,Painter,1859
1,The Parkview at Golden Gate,30231,Elias Carpenter,1/4/2022 0:00,235,Painter A,1212
1,The Parkview at Golden Gate,30858,Darion Nash,1/4/2022 0:00,235,Painter A,"1333,2"
1,The Parkview at Golden Gate,30546,Jamar Conley,1/4/2022 0:00,235,Painter A,"1244,32"
1,The Parkview at Golden Gate,31129,Destin Preston,1/4/2022 0:00,236,Painter B,"1239,33"
1,The Parkview at Golden Gate,30554,Kareem Huff,1/4/2022 0:00,236,Painter B,"1735,07"
1,The Parkview at Golden Gate,30528,Rohan Hood,1/4/2022 0:00,236,Painter B,1859
1,The Parkview at Golden Gate,30328,Zane Silva,1/4/2022 0:00,236,Painter B,1859
1,The Parkview at Golden Gate,30233,Brenden Perkins,1/4/2022 0:00,236,Painter B,1859
1,The Parkview at Golden Gate,30754,Izaiah Bond,1/4/2022 0:00,236,Painter B,"1739,06"
1,The Parkview at Golden Gate,30524,Raphael Houston,1/4/2022 0:00,236,Painter B,1859
1,The Parkview at Golden Gate,30746,Darnell Dickerson,1/4/2022 0:00,236,Painter B,"1739,06"
1,The Parkview at Golden Gate,30413,Simon Burke,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Parkview at Golden Gate,23256,Albert Montgomery,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30246,Damien Carlson,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,23166,Dante Richards,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29131,Louis Jensen,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29134,Julio Wheeler,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28970,Curtis Morrison,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,25265,Josue Willis,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30070,Steve Fletcher,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,24877,Zackary Matthews,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,25465,Miles Larson,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30376,Zachery Mendez,1/4/2022 0:00,7,General Services Assistant,"1016,52"
1,The Parkview at Golden Gate,30220,Randy Gilbert,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30526,Markus Combs,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Parkview at Golden Gate,28958,Leonardo Vargas,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,27112,Dennis Garza,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28826,Jerry Guzman,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,27479,Bryson Obrien,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28442,Mathew Lawrence,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30557,Demarcus Monroe,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Parkview at Golden Gate,30134,Lance Munoz,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30545,Luca Franco,1/4/2022 0:00,7,General Services Assistant,"1153,97"
1,The Parkview at Golden Gate,28198,Brock Jacobs,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30728,Howard Chase,1/4/2022 0:00,7,General Services Assistant,"1156,63"
1,The Parkview at Golden Gate,30819,Jairo Foley,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Parkview at Golden Gate,30461,Douglas Carr,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Parkview at Golden Gate,30748,Irvin Wyatt,1/4/2022 0:00,7,General Services Assistant,"1156,63"
1,The Parkview at Golden Gate,29119,Alberto Lawson,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,27119,Drake Greene,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,27294,Frederick McKinney,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29122,Brennan Austin,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,27967,Ty Harper,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,24153,Nickolas Harvey,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29861,Larry Williamson,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,28366,Dominick Franklin,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29145,Tony Oliver,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29665,Danny Hanson,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29678,Keegan Dean,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29683,Myles Sims,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30116,Corbin Soto,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30467,Tucker Garrett,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Parkview at Golden Gate,23182,Deandre McCoy,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,29407,Damon Burton,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30324,Ricky Welch,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30111,Arturo Fuller,1/4/2022 0:00,7,General Services Assistant,1212
1,The Parkview at Golden Gate,30463,Saul Weber,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Parkview at Golden Gate,27747,Kristopher Chen,1/4/2022 0:00,27,Safety Technician,2579
1,The Pines at Windward,30390,Lane Schultz,1/4/2022 0:00,44,Construction Manager,"1801,8"
1,The Pines at Windward,30330,Pablo Walters,1/4/2022 0:00,12,Storekeeper,1859
1,The Pines at Windward,27504,Darren Reid,1/4/2022 0:00,5,Iron Worker B,1859
1,The Pines at Windward,28015,Jarrett Fields,1/4/2022 0:00,5,Iron Worker B,1859
1,The Pines at Windward,30040,Zion Walsh,1/4/2022 0:00,111,Administrative Assistant,1212
1,The Pines at Windward,27497,Alfredo Little,1/4/2022 0:00,7,General Services Assistant,1400
1,The Pines at Windward,29027,Micheal Fowler,1/4/2022 0:00,221,Tiler,1859
1,The Pines at Windward,28423,Norman Gates,1/4/2022 0:00,3,Carpenter,"1196,52"
1,The Pines at Windward,23889,Tommy Schneider,1/4/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,29688,Theodore Lucas,1/4/2022 0:00,232,Carpenter B,1212
1,The Pines at Windward,26562,Jace Brewer,1/4/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,24824,Carl Davidson,1/4/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,27306,Walter Newman,1/4/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,23147,Oliver May,1/4/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,21652,Grayson Holland,1/4/2022 0:00,232,Carpenter B,"1053,43"
1,The Pines at Windward,25984,Kyler Day,1/4/2022 0:00,232,Carpenter B,1859
1,The Pines at Windward,27590,Joe Banks,1/4/2022 0:00,107,Foreman,"3610,6"
1,The Pines at Windward,21599,Roman Curtis,1/4/2022 0:00,107,Foreman,"3610,6"
1,The Pines at Windward,25408,Lorenzo Wong,1/4/2022 0:00,107,Foreman,1859
1,The Pines at Windward,24407,Bryant Pearson,1/4/2022 0:00,29,Civil Engineer,3500
1,The Pines at Windward,27261,Brent Delgado,1/4/2022 0:00,29,Civil Engineer,3500
1,The Pines at Windward,31136,Jamari Small,1/4/2022 0:00,20,Trainee,950
1,The Pines at Windward,23242,Ramon Pena,1/4/2022 0:00,96,Construction Foreman,"2145,4"
1,The Pines at Windward,27330,Moises Douglas,1/4/2022 0:00,102,Gantry Crane Operator,"1562,04"
1,The Pines at Windward,27709,Lawrence Rios,1/4/2022 0:00,102,Gantry Crane Operator,"2231,5"
1,The Pines at Windward,23257,Tre Larsen,1/4/2022 0:00,6,Concrete Mixer Operator,"1236,4"
1,The Pines at Windward,11109,Aiden Sandoval,1/4/2022 0:00,223,Machine Operator,"2116,96"
1,The Pines at Windward,28116,Jack Baker,1/4/2022 0:00,2,Bricklayer,1859
1,The Pines at Windward,29153,Tristen Guerrero,1/4/2022 0:00,233,Bricklayer A,1212
1,The Pines at Windward,28742,Quentin Barrett,1/4/2022 0:00,233,Bricklayer A,1212
1,The Pines at Windward,28187,Terry Alvarado,1/4/2022 0:00,233,Bricklayer A,1212
1,The Pines at Windward,27582,Tyrese Keller,1/4/2022 0:00,233,Bricklayer A,1212
1,The Pines at Windward,28945,Emanuel Stanley,1/4/2022 0:00,233,Bricklayer A,1212
1,The Pines at Windward,29343,Salvador Bates,1/4/2022 0:00,233,Bricklayer A,1212
1,The Pines at Windward,30806,Ayden Hodge,1/4/2022 0:00,231,Bricklayer B,"1333,2"
1,The Pines at Windward,25268,Axel Jennings,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,28022,Conor Barker,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,24128,Zechariah Mathews,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,28041,Kody Gregory,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,27977,Ezekiel Vega,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,28946,Maurice Craig,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,26078,Brendon Rhodes,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,23723,Ismael Lambert,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,31138,Dallin Wu,1/4/2022 0:00,231,Bricklayer B,"1177,37"
1,The Pines at Windward,30865,Aldo Vincent,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,25294,Emilio Lowe,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,24170,Camden Parks,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,23813,Rodney Powers,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,24781,Malachi Shelton,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,25058,Garrison Garrison,1/4/2022 0:00,231,Bricklayer B,"1799,03"
1,The Pines at Windward,23757,Ernesto Leonard,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,9889,Braxton Estrada,1/4/2022 0:00,231,Bricklayer B,"1053,43"
1,The Pines at Windward,23755,Marshall Nunez,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,24838,Jeffery Beck,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,23250,Craig Santiago,1/4/2022 0:00,231,Bricklayer B,1212
1,The Pines at Windward,25131,Brody Caldwell,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,29001,Keaton Becker,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,25178,Tyson Wade,1/4/2022 0:00,231,Bricklayer B,1212
1,The Pines at Windward,28405,Trevon McDaniel,1/4/2022 0:00,231,Bricklayer B,1212
1,The Pines at Windward,24574,Isiah Chambers,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,27060,Eddie Byrd,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,26618,Darius Peters,1/4/2022 0:00,231,Bricklayer B,"1619,13"
1,The Pines at Windward,23899,Marvin Contreras,1/4/2022 0:00,231,Bricklayer B,1859
1,The Pines at Windward,27752,Lukas Vaughn,1/4/2022 0:00,230,Doorman,1212
1,The Pines at Windward,28830,Jamal Norris,1/4/2022 0:00,230,Doorman,1212
1,The Pines at Windward,29698,Malcolm Vazquez,1/4/2022 0:00,222,Grout Applicator,1212
1,The Pines at Windward,28054,Zackery Holt,1/4/2022 0:00,222,Grout Applicator,1212
1,The Pines at Windward,28425,Javon Steele,1/4/2022 0:00,120,Locksmith,1859
1,The Pines at Windward,29088,Roger Benson,1/4/2022 0:00,120,Locksmith,1859
1,The Pines at Windward,25789,Connor Ramirez,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,29846,Guillermo Zimmerman,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,29871,Demetrius Park,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,29113,Quinton Lyons,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,27583,Gerald Haynes,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,27304,Reginald Neal,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,30808,Dillan Valencia,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Pines at Windward,30711,Kellen Heath,1/4/2022 0:00,7,General Services Assistant,"1196,52"
1,The Pines at Windward,29880,Reece Bush,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,26580,Camron Griffith,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Pines at Windward,30868,Travon Villarreal,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Pines at Windward,29741,Desmond Horton,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,30758,Shemar Dalton,1/4/2022 0:00,7,General Services Assistant,"1156,63"
1,The Pines at Windward,28609,Johnathon Hale,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,29697,Davis Graves,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,28125,Billy Warner,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,27291,Dean Terry,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,28942,Zachariah Dominguez,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,30479,Jean Pittman,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Pines at Windward,30476,Willie Higgins,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Pines at Windward,29069,Kevon Erickson,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,29694,Kai Baldwin,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,28117,Weston Dawson,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,29739,Graham Love,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,30971,Estevan Zamora,1/4/2022 0:00,7,General Services Assistant,"1112,76"
1,The Pines at Windward,27675,Rene Padilla,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,26483,Terrance Espinoza,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Pines at Windward,27500,Kelvin Thornton,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,30723,Junior Callahan,1/4/2022 0:00,7,General Services Assistant,"1196,52"
1,The Pines at Windward,28042,Chris Mann,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,27672,Clay Page,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,30969,Grady Macdonald,1/4/2022 0:00,7,General Services Assistant,"1112,76"
1,The Pines at Windward,29342,Dorian Joseph,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,25692,Davin Vance,1/4/2022 0:00,7,General Services Assistant,"1112,76"
1,The Pines at Windward,30933,Santos Snow,1/4/2022 0:00,7,General Services Assistant,"1112,76"
1,The Pines at Windward,29844,Nathanael Ball,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,27833,Mauricio Bowen,1/4/2022 0:00,7,General Services Assistant,1212
1,The Pines at Windward,30441,Nelson Cummings,1/4/2022 0:00,27,Safety Technician,1120
1,The Pines at Windward,28119,Kade Hardy,1/4/2022 0:00,10,Watchman,1212
1,The Pines at Windward,29776,Kristian Swanson,1/4/2022 0:00,10,Watchman,1212
1,The Greens at Fairway Hills,31102,Carlton Stafford,1/4/2022 0:00,5,Iron Worker B,"1239,33"
1,The Greens at Fairway Hills,31063,Dylon Orozco,1/4/2022 0:00,5,Iron Worker B,"1239,33"
1,The Greens at Fairway Hills,29182,Rodolfo Acosta,1/4/2022 0:00,13,Engineering Assistant,"3266,67"
1,The Greens at Fairway Hills,25759,Marquis Luna,1/4/2022 0:00,7,General Services Assistant,"1246,3"
1,The Greens at Fairway Hills,30027,Dane Chandler,1/4/2022 0:00,3,Carpenter,1212
1,The Greens at Fairway Hills,21643,Felipe Blair,1/4/2022 0:00,232,Carpenter B,"1053,43"
1,The Greens at Fairway Hills,21662,Elian Cross,1/4/2022 0:00,232,Carpenter B,1859
1,The Greens at Fairway Hills,23173,Todd Daniel,1/4/2022 0:00,232,Carpenter B,1859
1,The Greens at Fairway Hills,21591,Walker Simon,1/4/2022 0:00,107,Foreman,1859
1,The Greens at Fairway Hills,31062,Mitchel Barry,1/4/2022 0:00,241,Reinforcement Foreman,2720
1,The Greens at Fairway Hills,21650,Mateo Dennis,1/4/2022 0:00,96,Construction Foreman,"3831,08"
1,The Greens at Fairway Hills,23195,Damion Moss,1/4/2022 0:00,231,Bricklayer B,1859
1,The Greens at Fairway Hills,27512,Ezra Quinn,1/4/2022 0:00,231,Bricklayer B,"1053,43"
1,The Greens at Fairway Hills,25763,Ross Fitzgerald,1/4/2022 0:00,230,Doorman,1212
1,The Greens at Fairway Hills,23753,Francis Doyle,1/4/2022 0:00,230,Doorman,1212
1,The Greens at Fairway Hills,28243,Tate McLaughlin,1/4/2022 0:00,7,General Services Assistant,1212
1,The Greens at Fairway Hills,24811,Byron Stevenson,1/4/2022 0:00,7,General Services Assistant,"1236,4"
1,The Greens at Fairway Hills,27753,Warren Rodgers,1/4/2022 0:00,7,General Services Assistant,1212
1,The Greens at Fairway Hills,23685,Reid Rojas,1/4/2022 0:00,7,General Services Assistant,1212
1,The Greens at Fairway Hills,28859,Randall Singh,1/4/2022 0:00,7,General Services Assistant,1212
1,The Crossings at Falcon Point,28809,Jermaine Figueroa,1/4/2022 0:00,12,Storekeeper,1870
1,The Crossings at Falcon Point,29418,Bennett Yang,1/4/2022 0:00,12,Storekeeper,1870
1,The Crossings at Falcon Point,27418,Triston Harmon,1/4/2022 0:00,5,Iron Worker B,1870
1,The Crossings at Falcon Point,28443,Reed Garner,1/4/2022 0:00,5,Iron Worker B,1870
1,The Crossings at Falcon Point,28446,Franklin Manning,1/4/2022 0:00,5,Iron Worker B,1870
1,The Crossings at Falcon Point,27927,Jaquan Newton,1/4/2022 0:00,5,Iron Worker B,1870
1,The Crossings at Falcon Point,29767,Duncan Paul,1/4/2022 0:00,5,Iron Worker B,1870
1,The Crossings at Falcon Point,28129,Ahmad Adkins,1/4/2022 0:00,13,Engineering Assistant,3000
1,The Crossings at Falcon Point,28352,Solomon Mullins,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,27245,Cedric Molina,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,28306,Jarred Chang,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,28460,Sawyer Goodwin,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,28040,Moses Christensen,1/4/2022 0:00,3,Carpenter,"1266,77"
1,The Crossings at Falcon Point,27926,Jordon Fischer,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,28334,Mohammad Webster,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,28817,Beau Campos,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,28812,Darrell Todd,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,28303,Lee Sherman,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,27955,Sam Walton,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,28444,Elliot Avila,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,28136,Kendrick Potter,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,28143,Issac Brady,1/4/2022 0:00,3,Carpenter,1870
1,The Crossings at Falcon Point,9134,Mohamed Blake,1/4/2022 0:00,84,Purchaser,"2461,3"
1,The Crossings at Falcon Point,30541,Titus Randall,1/4/2022 0:00,228,Foreman I,2900
1,The Crossings at Falcon Point,28795,Wade Wolf,1/4/2022 0:00,214,Foreman II,"3109,92"
1,The Crossings at Falcon Point,29783,Uriel Juarez,1/4/2022 0:00,215,Foreman III,"3747,8"
1,The Crossings at Falcon Point,27201,Tomas Hodges,1/4/2022 0:00,215,Foreman III,"3385,11"
1,The Crossings at Falcon Point,28507,Deven Farmer,1/4/2022 0:00,20,Trainee,950
1,The Crossings at Falcon Point,28537,Maximilian Hines,1/4/2022 0:00,20,Trainee,950
1,The Crossings at Falcon Point,31088,Syed Shannon,1/4/2022 0:00,242,Waterproofing Technician,1496
1,The Crossings at Falcon Point,28813,Rogelio Duran,1/4/2022 0:00,112,Junior Construction Worker,1221
1,The Crossings at Falcon Point,28688,Ronnie Hubbard,1/4/2022 0:00,112,Junior Construction Worker,1221
1,The Crossings at Falcon Point,30705,Darrius Hensley,1/4/2022 0:00,112,Junior Construction Worker,"1181,61"
1,The Crossings at Falcon Point,23339,Allan Cannon,1/4/2022 0:00,97,Construction Foreman I,"2013,2"
1,The Crossings at Falcon Point,28656,Joey Wang,1/4/2022 0:00,101,Tower Crane Operator,1870
1,The Crossings at Falcon Point,29036,Noe Hammond,1/4/2022 0:00,101,Tower Crane Operator,1870
1,The Crossings at Falcon Point,23329,Brayan Saunders,1/4/2022 0:00,101,Tower Crane Operator,1870
1,The Crossings at Falcon Point,28027,Terrence Mack,1/4/2022 0:00,101,Tower Crane Operator,1870
1,The Crossings at Falcon Point,23472,Deshawn Tate,1/4/2022 0:00,101,Tower Crane Operator,1870
1,The Crossings at Falcon Point,29477,Julius Miranda,1/4/2022 0:00,101,Tower Crane Operator,1870
1,The Crossings at Falcon Point,31030,Dexter Kline,1/4/2022 0:00,6,Concrete Mixer Operator,"1620,67"
1,The Crossings at Falcon Point,27409,Alfonso Carrillo,1/4/2022 0:00,6,Concrete Mixer Operator,1870
1,The Crossings at Falcon Point,23373,Ahmed Townsend,1/4/2022 0:00,218,Mini Crane Operator,1870
1,The Crossings at Falcon Point,30765,Barry Huffman,1/4/2022 0:00,2,Bricklayer,"1508,06"
1,The Crossings at Falcon Point,30874,Latrell Dillon,1/4/2022 0:00,2,Bricklayer,1870
1,The Crossings at Falcon Point,29044,Dangelo Conner,1/4/2022 0:00,2,Bricklayer,1870
1,The Crossings at Falcon Point,30869,Misael Delacruz,1/4/2022 0:00,2,Bricklayer,1870
1,The Crossings at Falcon Point,30889,Octavio Grimes,1/4/2022 0:00,2,Bricklayer,1870
1,The Crossings at Falcon Point,18009,Neil Mejia,1/4/2022 0:00,2,Bricklayer,1870
1,The Crossings at Falcon Point,30882,Hassan Glenn,1/4/2022 0:00,2,Bricklayer,1870
1,The Crossings at Falcon Point,27416,Marlon Chan,1/4/2022 0:00,2,Bricklayer,1870
1,The Crossings at Falcon Point,18044,Jarrod Bauer,1/4/2022 0:00,2,Bricklayer,1870
1,The Crossings at Falcon Point,30700,Rhett Atkins,1/4/2022 0:00,2,Bricklayer,"1809,68"
1,The Crossings at Falcon Point,30701,Kamron Roy,1/4/2022 0:00,2,Bricklayer,"1809,68"
1,The Crossings at Falcon Point,29010,Tristin French,1/4/2022 0:00,2,Bricklayer,1870
1,The Crossings at Falcon Point,29839,Leonard Deleon,1/4/2022 0:00,2,Bricklayer,1870
1,The Crossings at Falcon Point,28874,Leon Frank,1/4/2022 0:00,2,Bricklayer,1870
1,The Crossings at Falcon Point,30872,German Melton,1/4/2022 0:00,2,Bricklayer,1870
